ID;Cliente;RAMA_ACTIVIDAD;DESCRIPCION_RAMA;Efectivo_y_Equiv;ACTIVOS_CORRIENTES;Otros_Act_Corr;Otros_Act_No_Corr;ACTIVOS_NO_CORRIENTES;ACTIVO;Credito_Mutuo;Oblig_emit_por_corr;Arrend_Financiero_CxP;Imp_Renta_CxP;PASIVOS_CORRIENTES;Credito_Mutuo_No_corr;Oblig_emit_porc_No_corr;Arrend_Financiero_CxP_No_Corr;Pas_Imp_Renta_Dif_No_Corr;PASIVOS_NO_CORRIENTES;PASIVO;Capital;Futuras_capitalizaciones;PATRIMONIO;PART_TRABAJADORES;IMPUESTO_CAUSADO;Ganancias_Act_Disc;INGRESOS;G_Perdidas_Act_Disc;COSTOS;GASTOS;CxC_DxC_Corr;Otros_Act_Fin_Corr;Arren_Fin_CxC;Imp_bruto_const;Activos_x_Imp_corr;Inventarios;Act_No_Corr_Venta;Act_Biologicos_corr;Pagos_anticipos;Propiedad_Planta_Equ;Act_Intang;Prop_Inversion;Act_Biologicos_No_Corr;Act_Para_Rec_Minerales;Inversiones_No_Corr;CxC_DxC_No_Corr;Otros_Act_Fin_No_Corr;Arren_Fin_CxC_No_Corr;Act_Imp_Diferido;CxP_DxP_Corr;Obli_inst_fin_corr;Otros_Pas_fin_Corr;Benf_Emp_Corr;Prov_Corr;Pas_Ing_Dif_Corr;Otros_Pas_Corr;CxP_DxP_No_Corr;Int_Financieras_No_Corr;Otros_Pas_Fin_No_Corr;Benf_Emp_No_Corr;Prov_No_Corr;Pas_Ing_Dif_No_Corr;Otros_Pas_No_Corr;Cap_Sus_No_Pagado;Reservas;Res_Acum;Otros_Res_Int_Acum;Ing_Act_Ord;Otros_Ing;Ing_Finc;VAL_ING;Costo_de_Venta;C_Gastos_Benf_Empl;C_Gastos_Dep;C_Gastos_Amort;C_Perdidas_deterioro;C_Gasto_Provis;C_Perdida_Venta_Act;C_Otros_Gastos;VAL_COSTOS;G_Costo_de_Venta;G_Gastos_Benf_Empl;G_Gastos_Dep;G_Gastos_Amort;G_Perdidas_deterioro;G_Gasto_Provis;G_Perdida_Venta_Act;G_Otros_Gastos;G_Gastos_Financieros;VAL_GASTOS;T_COMPRAS_IMPORT;COSTO_NOMINA;GASTO_NOMINA;VAL_ACT_CORRIENTE;VAL_ACT_NO_CORR;VAL_PAS_CORR;VAL_PAS_NO_CORR;VAL_PATRIMONIO
435;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;0;39805,67;4131,95;0;0;39805,67;0;0;0;0;26182,96;0;0;0;0;197345,14;223528,1;180000;0;-183722,43;0;0;0;0;0;0;0;2992,74;0;0;0;27957,53;4723,45;0;0;0;0;0;0;0;0;0;0;0;0;0;24166,86;1468,42;0;377,68;170;0;0;0;0;0;197345,14;0;0;0;0;1981,9;-202713,97;-162990,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5,82076609134674E-011
436;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;48153,46;795012,05;0;0;112129,67;907141,72;0;0;0;3821,27;344534,53;0;0;0;0;540959,1;885493,63;45000;0;21648,09;3110,46;0;0;0;0;0;0;360234,26;7379,13;0;0;3843,43;369789,86;0;0;5611,91;74436,15;0;0;0;0;0;13677,96;0;0;24015,56;242624,41;75979,48;0;15047,82;3515,51;45,26;3500,78;528725,12;0;0;9455,22;2778,76;0;0;0;19148,52;-39974,21;-2526,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,16415321826935E-010;-1,45519152283669E-011;0;0;0
437;No;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;59380,13;286960,01;0;833;25085,32;312045,33;0;0;0;0;245216,45;0;0;0;0;51311,81;296528,26;5000;0;15517,07;1301,93;0;0;0;0;0;0;115464,67;0;0;0;14321,13;3350,93;0;0;94443,15;6051,08;0;0;0;0;0;0;0;0;18201,24;208551,54;0;0;22531,99;0;0;14132,92;0;0;0;51311,81;0;0;0;0;940,48;-53269,75;62846,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,63797880709171E-012;0;0;1,09139364212751E-011
438;No;C;INDUSTRIAS MANUFACTURERAS.;203384;12180518,8;0;410863,79;7276840,19;19457359;0;0;0;8977,09;9640124,17;0;0;0;0;3876712,58;13516836,8;4555608;0;5940522,28;27536,8;0;0;0;0;0;0;6569127,12;0;0;0;0;5364425,43;0;0;43582,29;3455929,4;31345,7;0;0;0;0;3128841,64;0;0;249859,66;7103171,2;1903760,55;0;428042,91;23750,19;0;172422,23;16946,15;0;0;3414928,33;0;0;444838,1;0;451522,48;944226,88;-10835,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-,0399999991059303;1,86264514923096E-009;0;0;0
439;No;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;964909,99;1515367,25;0;0;2002396,55;3517763,8;0;0;0;0;574513,23;0;0;0;0;635852,21;1210365,44;975000;0;2307398,36;5626,46;0;0;0;0;0;0;321695,58;0;0;0;121779,16;100779,65;0;0;6202,87;1679421,17;0;0;122308,26;0;193331,99;0;0;0;7335,13;298834,34;60237,9;0;159374,09;42987,36;13079,54;0;0;55555,54;0;516982,24;0;63314,43;0;0;438657,91;896951,8;-3211,35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,98491930961609E-010;0;-1,16415321826935E-010;-4,65661287307739E-010
440;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;258554,84;5780079,84;0;0;9742461,03;15522540,9;0;0;0;0;6278177,25;0;0;0;0;1524038,59;7802215,84;3000000;0;7720325,03;12745,54;0;0;0;0;0;0;2806440,64;0;0;0;1047332,68;1667751,68;0;0;0;2838879,99;0;450000;0;0;4793668,59;1659912,45;0;0;0;2338919,69;3807409,88;0;55272,8;0;0;76574,88;415178,85;1027087,13;0;81772,61;0;0;0;0;317605,22;722075,02;3680644,79;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,3283064365387E-010;0
441;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;368202,71;3811032,85;9477,68;0;83687,57;3894720,42;303987,7;0;0;0;3534394,64;0;0;0;0;329823,89;3864218,53;400;400;30501,89;45728,3;0;0;0;0;0;0;1940594,13;0;0;0;8035,84;1476113,77;0;0;8608,72;63382,07;0;0;0;0;0;0;0;0;20305,5;3061764,57;0;0;56623,37;58531,46;33625,81;19861,73;0;0;0;318850;0;0;10973,89;0;400;37726,89;-8425;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,65661287307739E-010;0;4,36557456851006E-011
442;No;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;22113,3;22576,64;0;0;0;22576,64;0;0;0;0;240,08;0;0;0;0;0;240,08;24000;0;22336,56;0;0;0;0;0;0;0;0;0;0;0;463,34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;240,08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1151,19;-2814,63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,63797880709171E-012
443;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;1294,19;30606,98;0;0;0;30606,98;0;0;0;2538,97;14052,26;0;0;0;0;0;14052,26;800;0;16554,72;1792,21;0;0;0;0;0;0;28520,62;0;0;0;792,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2429,58;0;0;9083,71;0;0;0;0;0;0;0;0;0;15754,72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,81898940354586E-012;0;0
444;No;L;ACTIVIDADES INMOBILIARIAS.;1801,85;75372,12;0;259274,08;1418423,58;1493795,7;0;0;0;18405,63;535050,01;0;0;0;0;145474,75;680524,76;17800;0;813270,94;4171,85;0;0;0;0;0;0;25910,1;0;0;0;47660,17;0;0;0;0;534487,72;0;624661,78;0;0;0;0;0;0;0;417043,79;89526,16;0;8927,63;0;0;1146,8;127671,9;17802,85;0;0;0;0;0;0;22713,49;127647,74;645109,71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
445;No;L;ACTIVIDADES INMOBILIARIAS.;323815,28;385406,69;0;0;738140,28;1123546,97;0;0;0;15111,73;75507;0;0;0;0;0;75507;16000;0;1048039,97;0;0;0;0;0;0;0;50479,41;0;0;0;11112;0;0;0;0;335875,97;0;0;0;0;0;402264,31;0;0;0;28796,21;0;0;299,3;0;30740,47;559,29;0;0;0;0;0;0;0;0;76024,29;956015,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,16415321826935E-010
446;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;2541232,98;26151931;19142,59;237396;2330496,72;28482427,7;0;0;165038,14;0;11168261,8;0;0;0;0;7205728,22;18373990;2000810;0;10108437,7;325073,69;0;0;0;0;0;0;15577974,99;0;0;0;796709,05;7188615,37;0;0;28256,01;1599994,06;377167,98;0;0;0;0;0;0;0;115938,68;7282053,68;2515392,92;0;1204025,74;1751,34;0;0;5815170,72;0;0;1161291,59;0;0;229265,91;0;5144933;3504651,73;-541957,04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,0100000016391277;4,65661287307739E-010;-,0199999995529652;0;,00999999791383743
447;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;64460,13;1474093,59;0;0;3301365,73;4775459,32;0;0;0;0;1074643,48;0;0;0;0;80848,14;1155491,62;800;0;3619967,7;2881,02;0;0;0;0;0;0;1318582,05;0;0;0;89964,34;0;0;0;1087,07;310200,07;0;1611548,19;0;0;155880,33;1097415,88;0;0;126321,26;803258,63;209601,95;0;7827,52;0;51169,3;2786,08;80848,14;0;0;0;0;0;0;0;400;2576789,63;1041978,07;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,3283064365387E-010;0;0;0;4,65661287307739E-010
448;No;L;ACTIVIDADES INMOBILIARIAS.;25073,51;928486,27;0;0;2692803,2;3621289,47;0;0;0;0;51388,58;0;0;0;406;3334469,81;3385858,39;400;0;235431,08;3803,03;0;0;0;0;0;0;790310,17;0;0;0;113102,59;0;0;0;0;2687125,5;0;0;0;0;5000;0;0;0;677,7;39901,89;0;0;11069,48;0;0;417,21;2766153,62;564702,19;0;3208;0;0;0;0;6105,68;228925,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,91038304567337E-011
449;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;46593,07;1402318,62;0;0;20502,63;1422821,25;0;0;0;0;1177472,27;0;0;0;0;0;1177472,27;816;0;245348,98;14181,67;0;0;0;0;0;0;916664,22;0;0;0;19393,29;221715,46;0;0;197952,58;20502,63;0;0;0;0;0;0;0;0;0;1146437,69;11560,23;0;16980,41;2493,94;0;0;0;0;0;0;0;0;0;0;13983;230549,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,3283064365387E-010;3,63797880709171E-012;0;0;0
450;No;L;ACTIVIDADES INMOBILIARIAS.;13756,58;41920,3;0;0;2194736,14;2236656,44;0;0;0;0;173748,77;0;0;0;0;1869122,5;2042871,27;800;0;193785,17;0;0;0;0;0;0;0;10993;0;0;0;17170,72;0;0;0;0;0;0;2194736,14;0;0;0;0;0;0;0;0;171259,74;0;69,34;0;0;2419,69;1359557,59;139109,73;0;0;81506,58;288948,6;0;0;400;192585,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
451;No;L;ACTIVIDADES INMOBILIARIAS.;227419,97;1458591,56;44904,39;0;6097297,42;7555888,98;0;0;0;158136,52;481902,76;0;0;0;0;2090198,79;2572101,55;500000;0;4983787,43;0;0;0;0;0;0;0;975031,38;0;0;0;209878,29;0;0;0;1357,53;279878,2;0;5189711,02;0;0;0;627708,2;0;0;0;264284,24;59482;0;0;0;0;0;282854,04;1806134,75;0;0;0;0;1210;0;94245,8;4122118,7;267422,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9,31322574615479E-010;0;0;0
452;No;C;INDUSTRIAS MANUFACTURERAS.;225167;2256340,31;0;21012,95;3024462,96;5280803,27;0;0;0;0;1467588,58;0;0;0;0;609108,84;2076697,42;1019600;2476,94;3204105,85;38879,6;0;0;0;0;0;0;754514,6;0;0;0;22082,93;1254575,78;0;0;0;2973645,32;0;0;0;0;0;0;0;0;29804,69;897029,94;466920,39;0;93161,41;0;10476,84;0;276997,02;0;0;332111,82;0;0;0;0;293572,95;1806854,37;81601,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-4,65661287307739E-010;0;-1,16415321826935E-010;0
453;No;L;ACTIVIDADES INMOBILIARIAS.;16965,61;47780,73;0;0;18379,96;66160,69;0;0;0;0;63588,2;0;0;0;0;0;63588,2;2000;0;2572,49;58,89;0;0;0;0;0;0;23059,21;0;0;0;7755,91;0;0;0;0;18379,96;0;0;0;0;0;0;0;0;0;62715,1;0;0;873,1;0;0;0;0;0;0;0;0;0;0;0;0;572,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,27595761418343E-012;0;-7,27595761418343E-012;0;0
454;No;C;INDUSTRIAS MANUFACTURERAS.;1384095,03;47112350,4;0;168336,67;28956347,3;76068697,7;0;562500;0;0;35980878,6;0;0;0;338843,68;13547653,3;49528531,8;11100000;0;26540165,9;273648,18;0;0;0;0;0;0;32023624,44;0;0;0;1164650,69;12413038,59;0;0;126941,72;9782794,77;0;14926860,5;0;0;3981078,21;0;0;0;97277,14;10754700,68;18216730,3;0;1878670,65;0;4568276,97;0;0;12062097,5;0;1036069,13;0;0;110642,94;0;1507441,54;13184432,12;748292,24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-,0700000002980232;,0100000016391277;0;,0500000007450581;0
455;No;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;5736,69;46607,21;0;0;506384;552991,21;0;0;0;0;2977,2;0;0;0;0;0;2977,2;800;0;550014,01;0;0;0;0;0;0;0;40363,7;0;0;0;506,82;0;0;0;0;506384;0;0;0;0;0;0;0;0;0;2343,75;0;0;0;0;0;633,45;0;0;0;0;0;0;0;0;1639,21;547574,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,16415321826935E-010
456;No;C;INDUSTRIAS MANUFACTURERAS.;5075403,66;21595311;0;60000;79286274,4;100881585;0;0;149798,83;0;26589633,2;0;0;1717404,45;0;38001189;64590822,2;19328495;0;36290763,3;52501,06;0;0;0;0;0;0;7488813,79;3518348,19;0;0;3636712,43;1733115,41;0;0;142917,55;78262979,04;925202,23;0;0;0;0;38093,17;0;0;0;25050521,1;1155517,12;0;207273,03;0;26523,15;0;6549,64;33474372;0;346849,93;0;2456012,93;0;0;21673224,85;-4026297,05;-684659,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-,0300000011920929;-,0400000065565109;-,0300000011920929;,0499999970197678;,0199999958276749
457;No;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;23210,53;1304059,18;0;0;279181,07;1583240,25;0;0;0;0;479927,31;0;0;0;0;1092148,28;1572075,59;800;1229,66;11164,66;0;0;0;0;0;0;0;892748,35;0;0;0;36463,23;45113,31;0;303968,32;2555,44;279181,07;0;0;0;0;0;0;0;0;0;398629,05;45675,57;0;35622,69;0;0;0;1069269,08;0;0;22879,2;0;0;0;0;400;0;8735;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,82076609134674E-011;0;2,3283064365387E-010;0
458;No;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;84695,86;94842,49;0;0;33793,97;128636,46;0;0;0;0;20535,45;0;0;0;0;19270,89;39806,34;23000;0;88830,12;4039,65;0;0;0;0;0;0;5903,06;0;0;0;3059,67;0;0;0;1183,9;17737,59;0;0;0;0;14433,87;0;0;0;1622,51;11605,36;0;0;8070,43;0;0;859,66;0;0;0;19270,89;0;0;0;0;27783,43;30225,24;7821,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2,91038304567337E-011;0;0;0
459;No;L;ACTIVIDADES INMOBILIARIAS.;396116,05;679978,19;0;0;10480410,6;11160388,8;0;0;0;4449,01;2797827,22;0;0;0;0;7010223,29;9808050,51;10000;0;1352338,28;1993,42;0;0;0;0;0;0;0;0;0;0;283862,14;0;0;0;0;7365156,69;0;0;0;0;2651883,59;463370,32;0;0;0;2752776,05;37534,08;0;3068,08;0;0;0;7005897,69;0;0;4325,6;0;0;0;0;1115990,97;226347,31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,86264514923096E-009;4,65661287307739E-010;0;0
460;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;770,26;37880,3;0;0;1020,62;38900,92;0;0;0;1513,99;15721,84;0;0;0;0;0;15721,84;800;0;23179,08;546,05;0;0;0;0;0;0;16548,25;0;0;0;20561,79;0;0;0;0;1020,62;0;0;0;0;0;0;0;0;0;4922,82;0;0;8399,49;0;0;885,54;0;0;0;0;0;0;0;0;20658,1;1720,98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,81898940354586E-012;0;3,63797880709171E-012
461;No;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;37299,55;355454,35;0;0;845180,72;1200635,07;0;0;0;0;654677,62;0;0;0;0;0;654677,62;800;0;545957,45;0;0;0;0;0;0;0;173896,39;0;0;0;1994,76;4965,61;0;137298,04;0;845180,72;0;0;0;0;0;0;0;0;0;654677,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4029,33;541128,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5,82076609134674E-011;-1,16415321826935E-010;0;0;0
462;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;23873,58;522723,41;0;0;27194,3;549917,71;0;9277,29;0;17723,61;142645,68;0;2546,47;0;0;132900,11;275545,79;1100;0;274371,92;9515,46;0;0;0;0;0;0;50676,12;0;0;0;27916,9;418692,83;0;0;1563,98;13625,4;0;0;0;0;0;0;0;0;13568,9;90643,14;1129,82;0;23871,82;0;0;0;0;0;0;130353,64;0;0;0;0;25676,1;223667,68;23928,14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5,82076609134674E-011;-1,09139364212751E-011;0;0;0
463;No;H;TRANSPORTE Y ALMACENAMIENTO.;18063,1;512890,62;0;0;1480231,39;1993122,01;0;0;0;0;111500,21;0;0;0;0;0;111500,21;53081;0;1881621,8;0;0;0;0;0;0;0;388613,21;0;0;0;70565,75;2651,12;0;0;32997,44;1480231,39;0;0;0;0;0;0;0;0;0;75247,89;0;0;1279,12;0;0;34973,2;0;0;0;0;0;0;0;0;210817;1606843,03;10880,77;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,82076609134674E-011;-2,3283064365387E-010;1,45519152283669E-011;0;0
464;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;631137,83;8916933,17;0;0;1741511,38;10658444,6;0;0;0;118077,28;3309959,94;0;0;0;0;457435,49;3767395,43;1283583;0;6891049,12;188515,85;0;0;0;0;0;0;4621483,2;0;0;0;12030,83;3641269,22;0;0;11012,09;1585773,25;35782,64;0;0;0;0;102333,06;0;0;17622,43;2847363,81;0;0;245483,77;36988,66;62046,42;0;214069,11;0;0;173982,86;69383,52;0;0;0;256716,6;5337636,91;13112,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,65661287307739E-010;0;0;0
465;No;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;26931,23;473631,2;0;833;28366,56;501997,76;0;0;0;0;410655,47;0;0;0;0;58582,39;469237,86;5000;0;32759,9;3658,77;0;0;0;0;0;0;166476,61;0;0;0;30183,25;7370,18;0;0;242669,93;7967,1;0;0;0;0;0;0;0;0;19566,46;371673,69;0;0;34188,2;0;0;4793,58;0;0;0;58582,39;0;0;0;0;1360,61;-34914,32;61313,61;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,82076609134674E-011;3,63797880709171E-012;-1,16415321826935E-010;0;0
466;No;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;130087,84;1237733,67;0;0;1152759,65;2390493,32;0;0;0;22673,76;1238014,2;0;0;0;0;236249,44;1474263,64;170400;443525,25;916229,68;941,18;0;0;0;0;0;0;845129,62;0;0;0;84606,13;172937,66;0;0;4972,42;936028,26;0;0;199482,73;0;2000;0;0;0;15248,66;1084182,17;0;0;102106,77;0;0;29051,5;0;0;0;236249,44;0;0;0;0;50752,35;260000,08;-8448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2,3283064365387E-010;0;0;0;1,16415321826935E-010
467;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;83650,59;2459454,68;0;0;810086,74;3269541,42;0;0;0;0;2213474,89;0;0;0;0;526957,9;2740432,79;200000;0;529108,63;18266,98;0;0;0;0;0;0;2207707,75;0;0;0;91802,63;64625,82;0;0;11667,89;767951,29;0;0;0;0;0;42135,45;0;0;0;2182441,83;425,9;0;26270,59;4106,9;229,67;0;477415,68;0;0;49542,22;0;0;0;0;30256,94;298851,69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,65661287307739E-010;-1,16415321826935E-010;4,65661287307739E-010;0;0
468;No;G;COMERCIO AL POR MAYOR Y AL POR MENOR REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.;75096,01;1858784,62;0;0;202303,23;2061087,85;0;0;0;21405,34;947988,26;0;0;0;0;389705,39;1337693,65;5000;0;723394,2;28470,6;0;0;0;0;0;0;683002,08;0;0;0;0;1093154,74;0;0;7531,79;195080,39;267,34;0;0;0;0;0;0;0;6955,5;564837,99;308029,85;0;47054,5;0;5404,12;1256,46;267559,9;0;0;122145,49;0;0;0;0;12711,19;705683,01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
469;No;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;5222090,46;17501339,8;1092;0;8075410,05;25576749,8;0;0;0;0;12210310,7;0;0;0;0;9467581,77;21677892,4;500000;0;3898857,4;0;0;0;0;0;0;0;7251154,97;1880296,4;0;0;2014961,7;915601,12;0;0;216143,12;115277,66;0;0;0;5437048,90000001;0;1282509,76;149248,57;0;1091324,98;11046558,87;0;0;0;1163751,78;0;0;6949087,18;0;0;0;2518494,59;0;0;0;0;3000612,02;398245,38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;,0300000011920929;,179999993182719;,0499999988824129;0;4,65661287307739E-010
470;No;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;27113,77;221728,05;0;0;1779215,35;2000943,4;0;0;0;0;1530016,56;0;0;0;0;2564,86;1532581,42;15000;0;468361,98;0;0;0;0;0;0;0;71703,77;0;0;0;121718,15;0;0;0;1192,36;1779022,51;0;0;0;0;0;0;0;0;192,84;1516706,66;0;0;7411,46;5898,44;0;0;0;0;0;2564,86;0;0;0;0;4624,43;447419,15;1318,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-2,3283064365387E-010;0;0;-5,82076609134674E-011
471;No;H;TRANSPORTE Y ALMACENAMIENTO.;223165,94;629394,32;12799,58;9035;964452,87;1593847,19;0;0;0;8481,5;358898,16;0;0;0;0;245149,49;604047,65;300000;0;989799,54;5726,87;0;0;0;0;0;0;337752,13;6037,36;0;0;27376,36;440,19;0;0;21822,76;649657,98;0;0;0;0;0;300059,41;0;0;5700,48;110610,85;113154,67;0;115504,05;11147,09;0;0;0;66006,89;0;179142,6;0;0;0;0;12785,95;677013,59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,16415321826935E-010;-3,49245965480804E-010;-5,82076609134674E-011;0;1,16415321826935E-010
472;No;J;INFORMACIÓN Y COMUNICACIÓN.;423,54;88309,47;0;0;131898,05;220207,52;0;0;0;63,7;68762,93;0;0;0;0;90902,44;159665,37;74400;0;60542,15;51,09;0;0;0;0;0;0;59426,44;0;0;0;25959,49;0;0;0;2500;35135,99;96762,06;0;0;0;0;0;0;0;0;62674,37;0;0;1772,54;0;0;4252,32;81564;0;0;9338,44;0;0;0;0;658,27;-11231,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1,45519152283669E-011;0;-3284,67000000001
473;No;H;TRANSPORTE Y ALMACENAMIENTO.;1008,42;139121,32;0;0;216513,37;355634,69;0;0;0;0;35507,96;0;0;0;0;10854,75;46362,71;5100;0;309271,98;4275,38;0;0;0;0;0;0;122863,23;0;0;0;15249,67;0;0;0;0;216513,37;0;0;0;0;0;0;0;0;0;26561,55;0;0;8946,41;0;0;0;0;10854,75;0;0;0;0;0;0;15493,72;288678,26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
